,NU_INSCRICAO,NU_NOTA_MT
53,9d0fbf9bf1bb039de65a6d0e143c9a791c62b941,567.8780735685332
54,413cbb38b2e2522f8167ffb9daeac1347b281393,442.44954281764484
55,68985fad004092956a4b4ce94dd53dc76d07eaf7,476.89534409703685
56,bdca9aeb19521675af15f2c28d86f6bebc45a834,522.9990184103722
57,b65b19d42b7a4b644fe9f99366dcb37b120862d9,442.9949959486432
58,eda898aa8ec465cbac70de72ead0c6d688e5f95a,414.5872804720975
59,5357b6c09be4c7f3829b72f80de846a9228253cb,0.0
60,8d5c4481d736f6ce27976e400f4245bf10757608,437.93944243114896
61,226b53de56347e3f9b52c8e0ab811fb82e96b3fb,0.0
62,089613ac7dca24109f84c72a97c83b2768b1df1c,0.0
63,527773409bf373301dbd835e59a263c035c043b8,0.0
64,45c95a1640ada5c9206fde19c4ccf68929c5ec0c,0.0
65,c4cea54435c0fd0e171eed4c215479bb3ca86113,450.2893683777004
66,7d5cd89c6112b9a202a025a24355135bc60848c6,496.42851628339787
67,b70ab62384aa80545928a311f5b5d3db2f4d87ee,538.4328139486945
68,c96431dd924f366d2229a7f1455388b8cd85be49,559.4498047924292
69,1b72da5bb82cc150ecfe71218c02f155d694230b,0.0
70,e429507efe1c2680cc464481850117d17083cd88,0.0
71,dbaa6ee7502cbebb6f058fed5d2f960b19f451ac,454.37969800075905
72,e724482370ae6126008ade80b564ad8d8a0a7cbd,448.24835985749513
73,2ef4e2788e2f815f9a885c899f75d5dfeb234a02,619.7728949263907
74,c8762fee25b022eb5b4918f8f689e4fb6d19f73c,0.0
75,e14241b5119dc1ff2c99b9c0c478aad23d9d9d05,468.3693165187935
76,7f898f8939ae054359f83ee154bb91bc7dd2c959,532.7476322038837
77,3c52d067408ec25a676b6fbf5b5c6d63c77cb6bf,494.74333346608324
78,82e3b12c6366008fabc238f299f117074e78de5d,420.63213032339763
79,0d838be0e718ceb786cdb10fcc12559e00440240,501.1328664791698
80,1b092b6c437359bb84f0d0f8d1286a1083d0e0d4,469.892097662895
81,5a9d89465845ac2d81366275cbb1a81d627efd36,0.0
82,c83fe640ba466ba904ac1055e53a875289888797,469.0382022531945
83,8855ae8971b9bd9b02c45a82c6c894a2e76ca542,484.078358426086
84,a2945f1e7fbadac669590b7d9fafb6c900bca3d0,423.10294042490136
85,328639a0c753715c30a58bae70c82f2101153eb3,462.7187548172628
86,ffc5eb6764d7640edfbdaf4648cd54a12c94dea9,0.0
87,643a0eb394b50694c74d5b5fc70b7f7f7c93f9c7,531.179003437806
88,f56746cc2900258507d2b32c126f8db090db856f,432.05293784056187
89,1a4963b5fea8bb25c67750cdafbe84b01efad177,425.87045972809335
90,b520c940e62f4ed684417e7eacf00d85752060da,488.6470822761407
91,2e170cf2651ed448991af6fc5df15167733b2d8f,451.76476957213924
92,6efdd93a0ae289be6bb5a400bfc1deb077d75886,428.4151866548462
93,72ac2acc787d8cba0934cca3810ac091d792c8db,523.7400743389089
94,92a25eee14554806f081869cc9dac868fd1860fb,476.61370327870253
95,1f12a9b01eb9ef227a5482f498f3354bd485d9a3,427.36330678221134
96,acfcaf61fe2a8ec90ea2648c3125b7dc4dd13b74,476.955212768775
97,7ec2f787b9f57044bd98c0d4854f521c9f9ec635,547.9099298107374
98,e8d2d318a1e057e9cac8384f1269a86c4b36e0a7,448.0824145579937
99,1730807e4916c5f7e8ab21e02ac5657bcea3e732,0.0
100,b45fb481022f31dd47c63c1c3e2ccc3b5915b67d,475.02914254785424
101,1a46d99716282410d1170f0f35069b34e34415d4,437.78491981005374
102,0467e022da4ef897f666bc76f31e1bc8976f7e92,505.5276152682156
103,993aca0d5eac6741117947c82a3647102096255e,445.7887638418284
104,94c96ade6ade21deb080bba6aad537fc4f195d47,500.32730035366194
105,36bb672077a46a3e4755cef90437a616d28bdf23,460.3365525480657
106,e406adf1d4712381dcd4d1c9d78fc9d7f14ff450,423.3354850593327
107,328ca19128d276eb4fbc309c54ec7f346c803d2f,754.6841378653177
108,27cdb62f0a2a5467efeb30aafbf246ed2320c532,417.7423660531358
109,c52cae37c3653620bbec72264c502f45ca2a8671,0.0
110,f9ef2695eb0986666093945894b8f2fee351bf22,491.141729771977
111,2178c497293d0cab01ce74f5105b1a398fb12d8e,0.0
112,e21faa0c07406dde71ec02f266b19b314ba8b0e2,0.0
113,8a021391cdaac100dab56c59284bd50137a74129,526.5176651943154
114,12ee0df69325d97cb95404958c4acf4112aeab8a,0.0
115,b4ea8e8529711d52ed85b1a1f8ea0180bda442b8,465.72893710901167
116,66cf0f8b5af2466f9616fd15c0c10344df84982a,0.0
117,720ef6c1d6cb4978762fb0edf4e55fd8303fe35a,451.8003991629123
118,60edc5708acd60680891ea15379dd07c7a5924ff,0.0
119,b9f786712775e0d1d735398d710b01f404c985a3,419.5392717341068
120,564958997e204bda06fbe90afc4722805c78a855,553.6795537473699
121,36f38ea81d1305770cd5153f1e1667fe8a1eb47f,427.88002708940525
122,527098f4ee3ceb5c393981930d23b8fe154f4db9,0.0
123,5a42c3f801e77d628649a6c34f3a4e5b80f232f7,463.36001623053124
124,8296743fdd105ce9183561cf5b359b0a3781465e,450.4418893999037
125,a3b79e8c739832c77df2ba6bcdb23a7518155a33,0.0
126,6602c7f15a1fdd082265b64976448c6809df792d,488.7836537551396
127,31ae66f0fe024acae4490915c348e487f2367574,521.1157060105887
128,81901aa980653106e64863d957387d24e2c00af3,435.8933163863717
129,28e10d1bd0b6effe0edd503446ebda948ad240ad,436.2746765699892
130,53a7ee52a87f80241e2ca13c923e06b72bf3a059,439.24095584785414
131,50be5f75fdaedae454b0c3d63b7277854bd08d8f,0.0
132,82bbb4f6c87f03eecd6a3eb7d03a398bb82d155d,0.0
133,0e2c166db6aa7deccbe4896423a1d68f6d57b0f1,578.7849019940439
134,d1e2b5c758988b6d69e90aedab3e02cae47d61c4,0.0
135,02681b5c893b94db204713cb4b20dde6fc3f2f95,515.3270315141118
136,6ce4c0e0784b3881b36b3d1c047ac6ad121681da,442.17391144304247
137,829dd51f77f3ae74c2216de2d86139bd0a03367c,0.0
138,28c6829e69879bc1d34db1cd51b89562d3cc596b,510.38314479695936
139,ecb9f0d7a261c9f27865ea22f2e643701f721eb6,447.04246252638393
140,96715a069fbcb2e84b26a01563921962ccc4601e,0.0
141,923538833160e8432636c88e8119378a43b3d766,446.8126576045992
142,aacb834258765a2959ee63c57d2be4923d11a696,458.4437435402446
143,c32e484025571dd94255a77f21de08ab8d2aaba8,494.1951254173951
144,d425deeec0a3c7006f14d732eff8933d5155067f,473.92385949944537
145,f7e7aa93db083d1f25b43cccf4ad2c03a7953cd3,494.61709174358606
146,716a178e9a6f7791b820da77879943ac9040a547,458.3209133586163
147,430212cd8767ef2bff8cda0f61729203fef7523e,436.80560514227426
148,e97d33221238e445688a0e984778d4ecac788be2,499.8604955400088
149,695c9481580951d830c4431fc6c9dee778ba9ca1,0.0
150,4bc5712bdb9067b1814e969e71d5cdad59bb38d4,510.8822085391393
151,0411742cbb54fe1b6927b25f0bb52b885828c828,419.15909435801586
152,780505a9d5fc3c6da53686c0cc8bd871f4db00bc,432.17101680533335
153,bc40729846bf209b06e2a9a890e01d4e6780f5b4,0.0
154,e4e7a38b58319ad0a5cde4848622b21783c907e9,451.2572698195917
155,9c5a0a82074c75cb072752d71da42b9c6c27b0a3,585.129643903496
156,aec1b63c3f0c9554e533752d8fe138ca82101d4a,438.9052862140795
157,4cc0fd1efaa148872a1f9edc1b44efef48c91c2b,506.2626128508583
158,4b48d500ba4410546ce01f7f6d44bcbafa73994f,425.4621092367071
159,edf33c347c866d26872f540bcc1f6ae415f3294c,475.4884945538781
160,54f4e6037b9d1eb4a2a134306d37176787f1c1d3,528.1889601594204
161,3a265ea6ebdc4eb2520db912adf5592f03b3d634,412.59335680769635
162,99bfcef2dc3695a617f241bfd3b6ead3fd653d41,0.0
163,0ade5488fd62db34c11a369bdbb4327faacc1635,0.0
164,e418fbb77e6ff4103205f3b7f6a66d53183d809b,455.4907068727414
165,8ddbfe70cd41135cb6f125335a48d100789edbf7,422.45169269025524
166,fa2f4f80278ac5441ab2f2d8c02a9f920ba6c119,0.0
167,1d3e406d0223d4cb0328850d689ba9fcadf62776,439.92002455399285
168,67d9e9d6629fff7ad9cdb0f1e48c76865637aa73,0.0
169,ecaf075653faf2dcdf946c0ce50629f5083347c0,451.0849814870962
170,7a2bba61a48894f9bd6fc981f77f2b627b0d8ae6,473.54630667651156
171,d43894c5e83bb3a7e5000636295b0b050de19309,0.0
172,5b7877d12550dd35d27a02b66a13f2a27bce11ca,432.0364806177275
173,18f800ec03e33ebad5fb97aa8465dd3e5961337e,413.79313874970325
174,bb39cc6296f2c9da3963994899c5c34b50965720,0.0
175,76facda8958cbaf5dba09a4d35d3b4de7596a49d,0.0
176,b05356be088f726b5ba7e0b0a9aa1b5cf4157b2a,496.7255246036389
177,e887be276bf553575b20ed1a0de8833d9cb7e247,0.0
178,cc8794762ffa592758b5117d67e0d02e2e8b9c49,515.5990414681725
179,894d277c608610fa8c31db531f64582b9569b2e9,427.5608589200695
180,b2e029961aa0f20071b74708e0d97e6f200ec582,478.5314152752449
181,12c7d85e168b09a0278df140a22bcb0052a59b0a,426.46957906581696
182,64c4892488a9c6281bdabf467a0b5a6382d248e6,474.75209570814985
183,944e790f6e64eccf6df361247858165f17dd7abb,0.0
184,ac112e94587e6e4249b7182329ee5a5040ae94ea,498.27526513986805
185,a58cf11e498228f9aaca92b0c49f955a6163fb59,451.65242240518916
186,e8c84701c041b7f3b39f3125a0449fa633589fbe,512.3561712138151
187,af8dd560d9ea4adcfd0d2b6b5f81f95fad9c3222,561.0489973682728
188,c650c8f7cbe1a7b00f4edbcf43c8b97ce85d0d64,0.0
189,ac9cc7dbe0e70fb6717aa371a23aa75e6594ec02,431.22864951547797
190,e64ad901853230e396be49311ea98121c348fac6,452.6758201643909
191,8532af19be3729ea233c1f29e4c015820fc7fb3a,458.91086746218605
192,6de1d7f2ad49d20e5782f8cacf4f0b677ff2d316,450.44853425925544
193,26853fd075fe27954772c3070997635b94f32b83,430.1266441054718
194,3159f29994dadd5cba1f94c3f3b9ac69e24c1cc2,541.571941871986
195,574ec310dee846f9ae8eb278480257d463f6fbcc,509.2472404774854
196,ebb32b8df4ff9b202ba904f310724ce230cb4305,0.0
197,8a46e35787225c3e7adef2b998ad9c93a952106b,513.4387089687726
198,b62bf908b504e8c6898777a7f5b88afed358caea,440.1529214324737
199,10d22971ca4f53fc62d02905809ff1c37fbb68fc,601.858916045403
200,0efd9ad5eb41ad08e1f1af9fbe59eb5845323860,427.2599108811103
201,cad47b624b484cb16291449cee30707a46c20199,0.0
202,8f2c4684ec70392c718c278b10b04ddfbd4ced1f,590.8816891522848
203,bb6c0df09cb6663f142ce6da382b804353453af2,0.0
204,c03f2bcf9ef69bcfdf270b6ffc6110408f0ead41,474.2024856606347
205,7bd0affe1bdd3681a0faecd80a3d48c023b986de,0.0
206,d76614020539405f481c0f5ffb9e6f88a0bf21b7,452.1335477859122
207,5ce2df96a99343819ead41bf242044177439696d,0.0
208,c7463ccdb0d2ad76b5823bfd016d420e02f4acc0,0.0
209,a9216c3fc0c0bf14cda0ca26a71c205458b74896,0.0
210,92acabe95cd7dd1ae1dd63547cde3a4939cf7e2e,449.36525162610894
211,ddbf5769bc4a6fb2aa16e5a031d8eb7796d1c04c,449.8307940515129
212,176b027cd932b17fcb6f119cfcef338a175062b8,420.851713311755
213,41474f2dda61d97f38ba79906d3dbcce223d1bd1,487.10757162205084
214,421eb738f9e2ea73e5f4227c915762d6421102ac,0.0
215,1c5a1514e6a5c44e5683ec01698a83ce474c2e4d,463.566003890977
216,f113b266aeb3cb19dca62ae88de7cc55a13efbf1,0.0
217,134d96275e3893946c3a0e1d59f86b336fe64f6e,0.0
218,d4e97da32ccb6987ec074aa48c24ce949c05a78c,438.86270681650495
219,fa556e489987a0588e9a8edb5327e2bde1679670,0.0
220,95c1d266a2524560761df98b376c17604733a6ad,523.7446606577785
221,c11c4303d2632cde64105a35554ecb77a8564260,440.7465121580303
222,30ddf113f77266181ef7bf57ea7d4ca3f505fec7,485.1368282130871
223,6d94e9582cfdb5d239f21b3ba08b619d81c5e8aa,537.2483499792895
224,3671441f51dc0c3d052e87d6b8beba46bb70bfeb,448.49290175318544
225,580c34923cbde328e0aef1641dd02033fc862c04,462.59952164271965
226,156e1fb82056b0f6953c443446eb4dcceed7c03b,0.0
227,29d8bf198da9caa59047268faca60207da24d1b7,508.0248351144455
228,1b3f80a1cd9fff0408e96169fcaf006936b34fed,464.6070259614948
229,b5932043b62e0c58e16e2cc2c9d5489390e5c895,463.30810234153046
230,99092cc60948943c59d68d62ed81a75a03059113,451.7946750694682
231,fbfc631ae23a558d8dd92916cf2e8b5f923b0681,0.0
232,dd69fca6f17420dc911016a79e70583ca7ea330d,431.7394469907329
233,d387995af060965fb9d18973f3dbf4904f071066,411.54095443052245
234,27dbf6c09f5e0f3756ad3e9ea156fbc330601a6a,468.0701182805246
235,543674772357cf9d8a7a8e7dfb89384af80ec30e,491.2326763830328
236,80a12b8a4c9df4ef4f78a33d41858b6f1ea24144,433.63602401902665
237,dc2699d27649dbe52ebbe10001c0bb5ba71310c0,0.0
238,0736d379ea0962e316ce84cce8e883321be36abb,441.7447316187467
239,98cc842c547c69a0d27776e272fd8b61131b0b37,418.3768693590068
240,890b7696fa85ca2b3e90b3951efec2135e88d5cf,479.87239057660474
241,f3c4cd2f095979416fcac08d630fb1b1623ba5d6,738.4326286890574
242,d84b48f7dc7a6e387e6e985525143589754c5b13,454.52477342491545
243,71c9f09a9ed64f1cf7ba1bef4a614ad21e00afc9,470.9366247123428
244,dc4fe9d4124d9278f58f6f999711116a3fe58be7,460.7894081052581
245,f6624d763619c0898b34dc02adf06f53a1721cd0,438.19772002577827
246,60b1c12559860e7ad966da4c4db5c78e17278fc0,517.4158718534682
247,a3f3dcb89101d86171f8bb4f4f57939717cf298a,0.0
248,4f365503582b97ea96462d0d36895a5e7f5926df,443.27207586984207
249,c80869804effb21d50cc8fff3f4c27ba5521240c,422.9557523497838
250,d0f351638d60e84b890a498d69c9a7961cdcdf36,444.4582085379523
251,48e8ec135997ff3676648d5c144c3c7150a7bbb1,438.83129093695135
252,45484014aefd10ea3e4b08fb93e66c251709cca6,436.7194450274246
253,ccd8d735f7b3c980582f9086a6cae8b9ce8dea54,431.98365596101223
254,b2e2d1aa1a539b402da8b8fe52520fdf9ed7cdd9,444.3023868442345
255,25c9e3b023d4d32d0f15cb9041ea6b2bfbec6a63,595.1353931104303
256,0fb75ce5f51e8afaf504c75de131eb31f89faf4f,432.0619557927734
257,26e6e8cec21236dfc21cf98812a3d99a3f87d99b,589.2575261083958
258,c83c66733c5bd90a59996e473bb69e44f6522976,444.8282386697579
259,69c67ff1933e4fa099182bbcb24a229d0ad84d5d,0.0
260,4c373daf5547a6292c4905696c148ec83f95f083,0.0
261,4549620b5459bb28990580f4ca0b4c2adc5b1a68,0.0
262,87f89c855f377c5b100ad2986cc6569e31d94a98,516.3226171518812
263,d0d8601aab147c191ae37365a930c1ed3eb0414b,0.0
264,9a25537903e8e7eab1dfb357903d241e24e86fb8,0.0
265,eaecf3dd32668664e1dcc2d6c7a69042824806a6,460.3074936774761
266,d19fa85793fcb8ae3126d10592c9c57d3b32971f,0.0
267,c59b370d3aa06b68878c836bceac844953d74972,464.970273445165
268,5a6d397150d1a9e9c82e120f92d1e782da34bddb,0.0
269,b2128312e70fdb830091aecb6b27d82617e2e226,412.32778468395975
270,8257941af168c0cc15f28bd596fd922352dae732,436.4822933318249
271,854ce153823802674f35bbe1ec010b12e9b3a56f,434.9775946286796
272,27f1db4e266b154f6f7fbef9c225fab472652a7b,428.36296190747674
273,11b90bed4a05d11169f308370faf81d6e9ca2c4f,432.09876420288134
274,5c55b7aeae6cb75ec715b4629812175239e45c15,0.0
275,1391c7de937e0fea2ad23ebb111e513bf2aca2af,0.0
276,e9488c35627294cd8f5a809c0667aef7a3f0d465,0.0
277,39c22d725a24b290af887b25175ae0a8d560db4b,0.0
278,e001e1d73163c327a4d800697b1b36cd6921f60d,451.8979697068758
279,b83424ca8973e4b2eebf6eb9e26e842999432d22,419.59580233737915
280,202da3f471204ad489ebf0c3856437337534112d,0.0
281,912d751c54b46c860c5ba61666fc6fc59ca2689d,408.9385611148636
282,8376d681a277c58f06ab633a06eaa66391126246,0.0
283,e114f7b197069bde8e158a0dbeaa022dd0c4e280,445.4186758628613
284,fa84edf183bd459ea9394d77bdc191683a75ff66,596.249242087592
285,76190ff09a736ff83169394b770699b2709c5a27,476.1820211030891
286,515db15df8581ae72bb8e8358833016adee74e02,435.844015212989
287,e2a05053c19e6fba60d0e582e6c7f371728a7106,452.3821998456091
288,66c14322296ac259374ec98c5c3bb2bd67ba25e9,0.0
289,2378556841bc8d5746f2b94d6adefc2db20f9518,563.956711179917
290,1e6d55d7b1f72e9b7a8ea53f60f9434f830bc49a,0.0
291,796d558152d241567f8a72b535a5e36fe78886f3,441.1223395270068
292,1093edca7a04127a6e04570ee9cb58ef1bc0a69a,489.52442480110085
293,3c748fc7a94edb7ac1484373751ffa8574a3281d,418.026400850687
294,344a6fc8038e291a6371f94963d7a7f5e1c4d55b,432.5121797194783
295,92510f53e4c26c81c3bb41aa9b4e967d1697cd12,0.0
296,10a1e8808e744c619376bff659f859cd71e8c41d,434.71882201735406
297,fc959dafc37dde3f173f083486d84ce5c817443f,433.99159283599727
298,6979d91c0a1903a336c640e14eed100821a0e24d,459.88094899320845
299,d4e37c4c1235ce014392f6c8ba0436f195b9e459,528.0135145173545
300,65ce75c2865eb4ae98e31b45fdc15f400d59e8cb,0.0
301,565a955a60c6073157aa869c0351c626a7171ef3,525.4360923629563
302,5697c01ee87a008056ebc0993a1028b41a26d251,0.0
303,99be797e423b5ae08fe342ea772738f71975df47,662.2139207845978
304,b579ea83f2d6c15b2c717d16a89827d65f39904b,495.6909263019305
305,e9373b5c22567bec508f2fa2580e4dc3ff687caa,539.1524727973957
306,a465af361b68bd536dd8bf61d522b9b21755ab60,483.51593455018735
307,c8feec2a94d996d03534ce935dec7a034667f107,775.6513245993286
308,af1890b4dbccbf8b6af56051a39bd4b13d1c971b,455.58813003767096
309,f4f7888cfe88b7a3b0f3d94749921976353ae82c,466.5166786679261
310,cdf60a765205a4e99eab17c72a68ff9cfd019dc6,468.03949201671077
311,2e466f15ac7b80870736fac2d0cf4bd7f362e852,454.83580179911866
312,85fd1d2ab6ab9205e3ca4770dd1f6205e1f3de70,0.0
313,fc83a5c665f70f39b4c7d326118cbf21a898e660,617.7488775524266
314,c26fbd904781a4f6c37a8f8969778f687c6c1424,0.0
315,ced4913c2220be57c54bc9f87bb4f441d5976671,437.46453183446226
316,880ade460a231d722e8bb0e4d17f3c8f77663d37,428.39289109202986
317,7c869f5b89ddf3130c87011b6508ee59e32682c5,446.315183299811
318,9027f65d4e576928ca59690c280050c53d66506a,690.5588453856832
319,09eb415bcb9842d207139c8bddf32427a134d51e,566.9102661518335
320,f8224c83e27f4921df62876f7ff660b1dab3d974,478.09461929727445
321,628b91ee9b4e1e4564424fbfff2ea9f8eddca032,0.0
322,dfec3182aec0997207e0845b072498065ec89aac,719.0747075666258
323,d653549f6d0ba70e2113b2cc56e9a83e331d2462,548.1000269580796
324,e95674df974af80342f676ca9e3540aecec2b8dc,498.1001527556514
325,f9333cc1eb8af5bca5469d91e2c5d5f661b118ea,543.3190459507447
326,2b7b15015ab18dc51893827c7e3f01d931a70410,0.0
327,22d86e8b43a9412df86ec15ac231b9919e3ec905,457.7740391664996
328,1c61035799f6afe7f44c1fb68567d7a8945c3943,617.4530644564423
329,d5ed4b8732b0d7127a64f7e71137d321c56cc198,436.4691925717632
330,63edbbe59337f861a710bee4fe8a691d231f23da,430.5658419238345
331,f62bf9257782d839d38f84376b79611ed0de655d,0.0
332,cf14952b5b09ad1a9497769e3a08da2fd74c6102,0.0
333,21b8ef230efbfca6b5f15b36a3243d76ed390967,472.3491617630493
334,fdfca50f5e6cacd5b30bc546f0fbc271e9a312ff,426.2759366993981
335,467fdbfc0c6cab31b0d85ec5e373d82fa3790321,0.0
336,3de3c134579726fe4606b7a05f82ce19f00adb09,701.2575990340653
337,0f3f9e48790ed9d6ed17ff5e9cb989849b31cc8c,434.6624612339413
338,bdaf0955746c2cdd3b9ac2538c7502d312fffed8,412.000940401297
339,520c60d32fd2af8be76abd332859b36d8ae45900,447.5649734311749
340,6cb6e2310b52c2898e500f81bea938446592568b,470.9731824192911
341,0193b535914e1c5a445bede11a408bf1709cd3cb,448.73832584915056
342,f3669f0c65dbf99cdf8f5f176587e84d5fc7560f,490.1557323473891
343,c512a461034cd90a9c5f1a32332b748041cfeba3,0.0
344,6f77bbe0fc418131d06d15f50b30073eae680dbb,0.0
345,9b378e3937af8e97d4753cdf0c8917306354aaaf,451.78544906143617
346,1c92f54a5fe563622a0e23cf116461a7e147efd8,553.6006147566541
347,90facc45f7578775e3278aa0bd4fb59dad4d37c1,440.0027306611274
348,563bd02a1204c85e79026a020ba5af29bce95c12,0.0
349,c8062c4cc7e023996bd37b87295f5a2957ddb172,465.2711639424607
350,ea7cc5987f9cc7f756d501961f64fa5769013823,0.0
351,f654c32a17935317b2e91d8e16aa8dcbf88e2ef2,570.086669892924
352,7dd5b0fad5bd47ecbf2e047dee24866a9b5899d6,441.5244730963202
353,1b61f7e184c7040ae4cea725153965e1f7f75308,447.4757401228325
354,aea68e00d370c2a0cfd02bf868824dec427bf23a,0.0
355,bdfdc7207977f88b15b3d0559fbf6f05b970c9cb,0.0
356,95a9c65324583892b2d1a0c1c5163488f92d4a6d,410.9960156278588
357,5b7e7632cf766876026d0da6aa7c6df77bc13438,443.0883222521837
358,a3be14b06b7aef01331da18e7a1678222b563151,0.0
359,92b8965cf3fb76d11e5061f26e577c23d212b9c5,0.0
360,96fd0462597b8cf21b1e918c1947106cd8359e5d,477.7960543428186
361,5c1cef937c40bf8c30c119160bedde7ef679454e,588.7568113028722
362,27dce80bee1eadbcd82bc7d09adb063e116870f6,0.0
363,271a7e5b703fc3f29f6669415048a760e6355c5b,0.0
364,e39fbeab552a4b6492346d821d095c3a0d691555,442.93519674740554
365,93694c58636eabfe86550e734efb3775ba4d739f,491.6983971283082
366,8982636d1f9cc5832eddae4d8a04ee2c6adbaebd,696.2624753426529
367,6c05e70130682975c1485a862b6e08b895650671,442.28710338664314
368,8db36ae38c19710d51d3715a6b2a5ecd84f94ff4,421.21062937970754
369,15043d6ede69cc06a2f2a72afcb05c1cdb5870d6,420.0624561232991
370,283df09083d3c7bec2590f22355c7ba32ec88623,490.2473863552349
371,40b96e97dc29dfc990656e30c1038e846b6c8ff2,0.0
372,ff362d0a648559b9146fb97ee248eb423c3d6a50,0.0
373,717ae2ab18e7ba03c4f3af66500ece6580b29b71,0.0
374,5ae9771e0cd24b8eb599de2e0fd2e04a26520dd3,570.4775927247152
375,23131f453efc29c2af9553d307692c60a3add1ae,480.25203951336283
376,da42a6267fe6eb7baa0a4fd2a18aad577e6889b2,455.72629519957644
377,941646a7d24ee2837d7de90ff0a736bb8f61d68c,423.3179530105474
378,cd705413010e6e74f3b90ee78dbbd8b767488f0c,0.0
379,5cd0dfc9a768868f28b11f9cf7870f11cc1ed185,510.9601802702662
380,cb4393cd17b5bdc120dbc15ddd255aa1f35ba090,458.26674074813974
381,72882a9cffe151d94be90e02ce3967a91b628099,491.209568421403
382,cf62916c9829bd3ad05104151eee856d6de7ca1c,587.0047490575434
383,6b8f4241357e65c0491cc0ef96396f811574134c,462.10112771303955
384,298806ed4313157d412e860ac3ea8833d6ca6970,0.0
385,268d48d0247f055ce2ebdd47cd5d1d3ec45246dc,421.12164982505226
386,4485f973590cff61be5ec78cb3032d5fdf25b809,0.0
